3.128511496284098,7.039236387369626,10.425548836256686,11.647447174294804,22.964345165991343,15.309604523634013,0.0,7.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0
3.03567335950333,6.904736953241574,13.636262176231728,9.963325851809467,21.763690458426623,0.0,0.0,17.0,20.0,5.0,13.0,4.0,3.0,21.0,5.0,16.0,5.0,10.0,16.0,2.0,0
2.976820985836401,7.535539849088548,10.987484922274188,11.699012042765535,0.0,15.49980250363893,0.0,50.0,48.0,61.0,74.0,90.0,99.0,87.0,68.0,100.0,78.0,104.0,80.0,69.0,0
2.9252361668459863,7.413958571063038,10.89998850672614,11.089486576520693,22.209382843417902,0.0,22.263452573979027,61.0,90.0,73.0,104.0,109.0,130.0,100.0,100.0,139.0,129.0,119.0,100.0,95.0,0
3.103127600726706,7.978094541820159,10.972911759135494,11.35014410826835,0.0,15.35008690171177,0.0,23.0,25.0,16.0,31.0,23.0,26.0,29.0,31.0,26.0,27.0,24.0,30.0,24.0,0
2.8262374817792213,6.629804157014909,9.887346169387827,10.225548417864555,20.515029368622667,15.539889263829798,0.0,20.0,15.0,101.0,49.0,65.0,25.0,47.0,24.0,84.0,40.0,34.0,45.0,32.0,0
2.944580331320781,7.192838760421906,9.732311337503235,10.295777579316887,20.330750440705064,14.02818725158496,0.0,35.0,45.0,67.0,44.0,76.0,54.0,63.0,22.0,73.0,59.0,37.0,38.0,55.0,0
3.0482724529737406,7.142909264653512,10.4920838300059,12.099243765453092,23.823447473136884,0.0,0.0,7.0,5.0,104.0,23.0,26.0,15.0,12.0,12.0,94.0,25.0,24.0,12.0,14.0,0
3.0053652310499372,8.094820452491879,10.906134317230944,10.78453667691339,21.734303612440414,14.839230473570215,0.0,22.0,36.0,13.0,61.0,43.0,79.0,46.0,49.0,22.0,50.0,37.0,49.0,30.0,0
2.9330291896052163,6.9453145773153135,9.820480811567549,10.21398700109465,0.0,0.0,20.325822320831744,24.0,34.0,6.0,27.0,21.0,22.0,29.0,21.0,10.0,19.0,16.0,21.0,21.0,0
1.6440901263425038,3.568012327449807,5.691340738809086,5.090637790781828,10.493239300523543,6.8753504123215965,0.0,1.0,5.0,13.0,6.0,11.0,6.0,10.0,8.0,18.0,4.0,3.0,10.0,13.0,0
2.0926469759611943,4.330567681194684,5.663206613865537,5.631550515383704,11.278995360848798,7.7976945809774945,0.0,21.0,27.0,22.0,13.0,16.0,23.0,22.0,24.0,38.0,14.0,29.0,29.0,10.0,0
2.7308889548417117,6.928406636542503,9.040386549212132,9.742013049478052,19.216220832491647,13.54474547922382,19.38221354239662,35.0,28.0,8.0,14.0,10.0,9.0,26.0,12.0,14.0,13.0,11.0,22.0,10.0,0
2.7329386981107007,5.927569598609117,9.120502564638391,9.487683570387619,18.795761712765838,12.470026347745819,19.661925043595208,66.0,37.0,60.0,27.0,61.0,58.0,46.0,67.0,83.0,31.0,74.0,40.0,40.0,0
2.8694985447373944,6.780646680512714,9.27630691700576,9.421528105929895,0.0,0.0,0.0,38.0,48.0,19.0,39.0,18.0,12.0,50.0,28.0,20.0,31.0,38.0,31.0,17.0,0
3.037406027063457,7.455592168946868,10.490635583510192,11.120948537504077,0.0,15.303222352566193,22.224347446377124,44.0,39.0,26.0,42.0,28.0,44.0,32.0,33.0,41.0,44.0,28.0,32.0,27.0,0
2.919321244655647,6.128745538391635,9.93668464879758,9.786771886892396,19.658371161061236,12.882651614366308,0.0,18.0,6.0,46.0,11.0,51.0,8.0,7.0,2.0,61.0,4.0,24.0,14.0,41.0,0
2.837759847885026,6.166012086734898,8.840041145811222,9.363726478093936,18.466521613413683,12.499666404272126,19.65460669712573,42.0,36.0,52.0,38.0,86.0,14.0,47.0,25.0,124.0,32.0,104.0,63.0,76.0,0
2.2151312911872023,5.621683623463837,7.252301862983422,8.122895762395641,0.0,0.0,15.810617996860756,34.0,28.0,15.0,19.0,27.0,5.0,30.0,14.0,28.0,16.0,24.0,31.0,15.0,0
3.0263880741369817,7.166324053715779,11.592954755486327,10.507199374845168,22.31709509976216,0.0,21.56394089137299,36.0,28.0,26.0,36.0,17.0,43.0,41.0,37.0,27.0,35.0,14.0,36.0,24.0,0
2.1252338294159903,4.28037116480029,6.766745841128101,6.8345395921036,13.635260330323717,8.978418307982478,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,14.0,0.0,2.0,3.0,1.0,0
3.086128191562895,6.78600919480613,9.736376278252315,11.138569045241246,0.0,0.0,21.57644021513018,23.0,15.0,5.0,3.0,15.0,8.0,5.0,1.0,18.0,2.0,16.0,2.0,18.0,0
2.9412597311796174,7.291798756632189,9.716363781116188,9.049450507701916,19.465747208655777,13.519240024789516,0.0,32.0,27.0,19.0,27.0,22.0,34.0,21.0,23.0,37.0,29.0,28.0,23.0,30.0,0
3.073453277110562,7.592315246978211,10.36101356708513,11.518405108497127,0.0,15.380226569302854,22.4595336212427,6.0,3.0,3.0,2.0,15.0,0.0,5.0,0.0,26.0,4.0,20.0,4.0,21.0,0
3.1094062959534927,7.95201685143833,10.710102379105686,11.939816969397938,0.0,0.0,24.042010816534983,34.0,27.0,18.0,23.0,11.0,14.0,22.0,19.0,19.0,22.0,15.0,17.0,12.0,0
3.1274745557150085,7.796572744925095,10.777281870641083,11.327049430416391,22.426275386528577,0.0,0.0,9.0,5.0,14.0,20.0,8.0,23.0,15.0,23.0,34.0,17.0,17.0,29.0,6.0,0
3.138976520019881,8.806181802236878,10.943487744667019,11.747356248123252,23.10227491226684,16.2547418606737,23.777100809278807,9.0,18.0,6.0,29.0,21.0,16.0,20.0,14.0,6.0,26.0,19.0,24.0,16.0,0
2.9870280657194668,6.191271721792006,9.960493625488109,10.863324144148258,21.42255869540877,14.085025538141503,21.42898490035694,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0
3.0655678233585744,8.46661625081492,9.885077110827181,11.214624404118082,0.0,16.150988645585915,0.0,7.0,5.0,0.0,6.0,1.0,1.0,7.0,5.0,3.0,5.0,2.0,7.0,5.0,0
3.0580616130187708,7.149997179488234,9.917933217344354,10.447140470065575,0.0,0.0,0.0,14.0,10.0,0.0,1.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,10.0,0
3.107195803554392,8.49599428621398,10.676149130687227,11.519064925125734,22.727014998973925,15.77809760151211,22.81651687916157,17.0,27.0,1.0,14.0,12.0,16.0,8.0,7.0,5.0,10.0,5.0,5.0,3.0,0
3.1213602124897837,8.504475168629822,11.21376466710635,11.677974779794072,0.0,0.0,23.160242874340348,17.0,43.0,2.0,15.0,26.0,22.0,7.0,12.0,0.0,16.0,4.0,11.0,15.0,0
2.8447981971765377,7.330277761129755,12.755047016803921,9.394849970418454,0.0,0.0,0.0,7.0,8.0,4.0,6.0,5.0,6.0,2.0,1.0,5.0,3.0,2.0,1.0,8.0,0
3.168782977648392,9.219156168079456,12.318014104092947,12.640744493735593,0.0,0.0,0.0,3.0,6.0,0.0,8.0,13.0,9.0,9.0,7.0,2.0,7.0,1.0,7.0,5.0,0
3.0377899284190746,7.075432518728268,10.146052825135337,11.150195823998807,0.0,0.0,0.0,5.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,4.0,3.0,0
2.2307025468670085,5.553347424321447,7.352228628838987,7.568852410696731,15.029613427463017,10.469942508100473,16.526178986505514,43.0,24.0,59.0,22.0,23.0,30.0,45.0,40.0,62.0,22.0,20.0,42.0,11.0,0
2.283631169510263,5.139017995546193,8.078530118092006,8.155553087485528,0.0,10.749837787025934,16.412137921246583,32.0,18.0,42.0,18.0,43.0,15.0,18.0,13.0,56.0,24.0,40.0,24.0,38.0,0
